province,disease,age_group,sex,persons
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,25-29,หญิง,6158
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,30-34,ชาย,2528
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,30-34,หญิง,5829
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,35-39,ชาย,2224
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,35-39,หญิง,5236
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,40-44,ชาย,2399
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,40-44,หญิง,5531
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,45-49,ชาย,2591
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,45-49,หญิง,5839
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,5-9,ชาย,1429
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,5-9,หญิง,1378
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,50-54,ชาย,2970
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,50-54,หญิง,6104
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,55-59,ชาย,3433
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,55-59,หญิง,6217
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,60-64,ชาย,4129
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,60-64,หญิง,7060
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,65-69,ชาย,4558
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,65-69,หญิง,6367
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,70-74,ชาย,3974
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,70-74,หญิง,5176
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,75-79,ชาย,2732
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,75-79,หญิง,3224
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,80+,ชาย,2751
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,80+,หญิง,3469
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,ไม่ทราบ,ชาย,1
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,ไม่ทราบ,หญิง,1
กรุงเทพมหานคร,โรคผิวหนังอักเสบ,ไม่ทราบ,ไม่ระบุ,6404
กรุงเทพมหานคร,โรคลมพิษ,0-4,ชาย,1106
กรุงเทพมหานคร,โรคลมพิษ,0-4,หญิง,845
กรุงเทพมหานคร,โรคลมพิษ,10-14,ชาย,514
กรุงเทพมหานคร,โรคลมพิษ,10-14,หญิง,566
กรุงเทพมหานคร,โรคลมพิษ,15-19,ชาย,418
กรุงเทพมหานคร,โรคลมพิษ,15-19,หญิง,794
กรุงเทพมหานคร,โรคลมพิษ,20-24,ชาย,561
กรุงเทพมหานคร,โรคลมพิษ,20-24,หญิง,1481
กรุงเทพมหานคร,โรคลมพิษ,25-29,ชาย,703
กรุงเทพมหานคร,โรคลมพิษ,25-29,หญิง,2319
กรุงเทพมหานคร,โรคลมพิษ,30-34,ชาย,722
กรุงเทพมหานคร,โรคลมพิษ,30-34,หญิง,2198
กรุงเทพมหานคร,โรคลมพิษ,35-39,ชาย,569
กรุงเทพมหานคร,โรคลมพิษ,35-39,หญิง,2060
กรุงเทพมหานคร,โรคลมพิษ,40-44,ชาย,608
กรุงเทพมหานคร,โรคลมพิษ,40-44,หญิง,1866
กรุงเทพมหานคร,โรคลมพิษ,45-49,ชาย,502
กรุงเทพมหานคร,โรคลมพิษ,45-49,หญิง,1798
กรุงเทพมหานคร,โรคลมพิษ,5-9,ชาย,733
กรุงเทพมหานคร,โรคลมพิษ,5-9,หญิง,667
กรุงเทพมหานคร,โรคลมพิษ,50-54,ชาย,531
กรุงเทพมหานคร,โรคลมพิษ,50-54,หญิง,1529
กรุงเทพมหานคร,โรคลมพิษ,55-59,ชาย,454
กรุงเทพมหานคร,โรคลมพิษ,55-59,หญิง,1277
กรุงเทพมหานคร,โรคลมพิษ,60-64,ชาย,499
กรุงเทพมหานคร,โรคลมพิษ,60-64,หญิง,1181
กรุงเทพมหานคร,โรคลมพิษ,65-69,ชาย,378
กรุงเทพมหานคร,โรคลมพิษ,65-69,หญิง,786
กรุงเทพมหานคร,โรคลมพิษ,70-74,ชาย,234
กรุงเทพมหานคร,โรคลมพิษ,70-74,หญิง,462
กรุงเทพมหานคร,โรคลมพิษ,75-79,ชาย,100
กรุงเทพมหานคร,โรคลมพิษ,75-79,หญิง,187
กรุงเทพมหานคร,โรคลมพิษ,80+,ชาย,82
กรุงเทพมหานคร,โรคลมพิษ,80+,หญิง,173
กรุงเทพมหานคร,โรคลมพิษ,ไม่ทราบ,หญิง,1
กรุงเทพมหานคร,โรคลมพิษ,ไม่ทราบ,ไม่ระบุ,1588
กรุงเทพมหานคร,โรคหอบหืด,0-4,ชาย,2832
กรุงเทพมหานคร,โรคหอบหืด,0-4,หญิง,1597
กรุงเทพมหานคร,โรคหอบหืด,10-14,ชาย,3408
กรุงเทพมหานคร,โรคหอบหืด,10-14,หญิง,1711
